*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   657162 *        7 *    101375 *        30 *     16988 * 32.442516 * 578.43682 *      3553 * 1620595302.638242 *
*   657192 *        8 *    101375 *        34 *      9065 * 32.929855 * 447.57159 *      3448 * 1620598431.445206 *
*   657292 *       12 *    101375 *        43 *     15705 * 31.661357 * 433.85403 *      3420 * 1620606792.851684 *
*   657318 *        6 *    101375 *        44 *     15587 * 32.682476 * 545.27795 *      3387 * 1620607692.595864 *
*   657366 *        0 *    101375 *        48 *     14480 * 32.748699 * 515.24835 *      3512 * 1620611255.266383 *
*   657412 *       16 *    101375 *        52 *     12891 * 32.253551 * 513.67022 *      3522 * 1620614807.235848 *
*   657416 *        3 *    101375 *        52 *     15880 * 32.512409 * 583.47662 *      3453 * 1620614930.085188 *
*   657568 *        3 *    101376 *         3 *     14961 * 32.633644 * 523.58404 *      3548 * 1620628403.893420 *
*   657586 *        1 *    101376 *         4 *     10395 * 32.491390 * 591.01013 *      3440 * 1620629124.249823 *
*   657623 *        2 *    101376 *         7 *     10493 * 32.338237 * 505.86123 *      3569 * 1620631831.771633 *
*   657702 *        0 *    101376 *        16 *       509 * 32.651859 * 537.26940 *      3424 * 1620639528.653574 *
*   657800 *        1 *    101376 *        25 *      3269 * 32.419357 * 416.20953 *      3475 * 1620647764.487802 *
*   657886 *        2 *    101377 *         0 *      5906 * 32.337272 * 558.58679 *      3547 * 1620654440.307793 *
*   657901 *        0 *    101377 *         2 *      2921 * 32.160144 * 473.31936 *      3555 * 1620655283.899586 *
*   658155 *        9 *    101377 *        34 *     10637 * 32.519023 * 515.99340 *      3522 * 1620674506.308878 *
*   658181 *        2 *    101377 *        38 *     12045 * 32.417240 * 559.25939 *      3519 * 1620676849.877775 *
*   658218 *        3 *    101378 *         5 *      5214 * 32.491783 * 857.02233 *      3434 * 1620684855.888408 *
*   658238 *        2 *    101378 *         6 *      6922 * 32.623764 * 723.38873 *      3517 * 1620685516.146966 *
*   658249 *        9 *    101378 *         7 *      3774 * 33.165466 * 818.27856 *      3452 * 1620685936.939535 *
*   658314 *        1 *    101378 *        12 *      6490 * 32.346363 * 793.70385 *      3450 * 1620688941.894284 *
*   658314 *        7 *    101378 *        12 *      6490 * 32.346363 * 793.70385 *      3450 * 1620688941.894284 *
*   658490 *        9 *    101378 *        27 *      7049 * 32.632247 * 799.72204 *      3447 * 1620697104.533830 *
*   658557 *       29 *    101378 *        34 *     12076 * 32.660232 * 522.83136 *      3391 * 1620701100.095979 *
*   658600 *       13 *    101378 *        38 *      6756 * 32.607757 * 726.05828 *      3559 * 1620703102.006777 *
*   658605 *       12 *    101378 *        39 *      1120 * 32.635074 * 669.10913 *      3406 * 1620703404.006370 *
*   658637 *        4 *    101378 *        43 *      9371 * 32.582828 * 711.21362 *      3444 * 1620705949.050143 *
*   658665 *        9 *    101378 *        45 *     12272 * 32.604862 * 780.75988 *      3429 * 1620707221.254676 *
*   658806 *        3 *    101378 *        59 *     12471 * 32.705677 * 696.40417 *      3528 * 1620715100.750800 *
*   658885 *        6 *    101379 *         4 *     10606 * 32.362339 * 823.68664 *      3448 * 1620720005.898343 *
*   658897 *        0 *    101379 *         5 *      6788 * 32.284847 * 837.68463 *      3526 * 1620720430.608849 *
*   658920 *        5 *    101379 *         7 *      5537 * 32.614414 * 677.20446 *      3540 * 1620721523.428165 *
*   658940 *        0 *    101379 *         9 *      6927 * 32.538845 * 569.63501 *      3490 * 1620722735.365828 *
*   658998 *        0 *    101380 *         4 *      6614 * 32.577774 * 741.51171 *      3409 * 1620728794.672301 *
*   659010 *        9 *    101380 *         5 *      8093 * 32.481117 * 877.48712 *      3458 * 1620729458.824556 *
*   659215 *        2 *    101380 *        28 *      6321 * 32.546279 * 688.35736 *      3398 * 1620744261.639893 *
*   659349 *        3 *    101380 *        39 *      7590 * 32.656223 * 772.65698 *      3466 * 1620751279.616128 *
*   659394 *        1 *    101380 *        44 *       948 * 32.352512 * 765.19122 *      3451 * 1620753742.308770 *
*   659443 *        1 *    101380 *        48 *      9420 * 32.535934 * 731.05877 *      3525 * 1620756803.675517 *
*   659446 *        0 *    101380 *        48 *     11987 * 32.393051 * 678.23584 *      3474 * 1620756921.335036 *
*   659456 *       11 *    101380 *        50 *      5471 * 32.242095 * 759.64837 *      3463 * 1620757701.897768 *
*   659483 *        4 *    101380 *        52 *      1050 * 32.632114 * 683.85205 *      3482 * 1620758602.908240 *
*   659520 *        5 *    101380 *        55 *      7844 * 32.609806 * 669.41546 *      3425 * 1620760819.912579 *
*   659546 *        8 *    101380 *        57 *      6555 * 32.595394 * 843.16485 *      3518 * 1620762020.061493 *
*   659655 *        1 *    101381 *         1 *      6894 * 32.742252 * 840.04754 *      3396 * 1620766521.820023 *
*   659755 *        2 *    101381 *         9 *      6459 * 32.414886 * 873.04876 *      3484 * 1620771704.878028 *
*   659768 *        1 *    101381 *        11 *      1589 * 32.444385 * 740.43457 *      3504 * 1620773279.473186 *
*   659874 *        8 *    101381 *        20 *     13336 * 33.806572 * 745.53955 *      3552 * 1620779579.575008 *
*   659876 *       40 *    101381 *        21 *      2381 * 31.233560 * 782.36285 *      3511 * 1620779701.087998 *
*   659904 *        0 *    101381 *        24 *      3602 * 32.578098 * 862.70007 *      3490 * 1620781579.358870 *
*   659982 *        6 *    101381 *        29 *     10834 * 32.646694 * 673.21600 *      3516 * 1620784974.427551 *
*   659992 *       17 *    101381 *        30 *      5013 * 32.489845 * 745.00030 *      3523 * 1620785278.312073 *
*   660020 *        5 *    101381 *        33 *      4674 * 32.579521 * 817.93847 *      3477 * 1620786913.572210 *
*   660050 *        4 *    101381 *        35 *     10881 * 32.347690 * 866.39373 *      3529 * 1620788244.195691 *
*   660099 *        2 *    101381 *        40 *      3414 * 33.522800 * 798.01849 *      3551 * 1620791155.088768 *
*   660267 *        2 *    101382 *         6 *      8693 * 32.546825 * 585.76757 *      3406 * 1620800908.389101 *
*   660434 *        0 *    101382 *        22 *      9886 * 32.302223 * 836.88055 *      3494 * 1620809635.271481 *
*   660456 *       12 *    101382 *        25 *      2720 * 32.429176 * 831.75164 *      3541 * 1620810967.994342 *
*   660463 *        2 *    101382 *        25 *      9810 * 31.072759 * 708.99713 *      3497 * 1620811272.312247 *
*   660463 *        4 *    101382 *        25 *      9810 * 31.072759 * 708.99713 *      3497 * 1620811272.312247 *
*   660663 *        2 *    101384 *         4 *      1047 * 32.618267 * 789.75244 *      3456 * 1620874755.322982 *
*   660674 *        0 *    101384 *         5 *      6540 * 32.285396 * 809.31939 *      3495 * 1620875541.417299 *
*   660741 *        5 *    101384 *        11 *      7939 * 32.105987 * 743.61602 *      3499 * 1620878936.775471 *
*   660741 *       12 *    101384 *        11 *      7939 * 32.105987 * 743.61602 *      3499 * 1620878936.775471 *
*   660781 *        0 *    101384 *        16 *      4876 * 32.503482 * 869.17797 *      3407 * 1620882189.906181 *
*   660815 *        3 *    101384 *        19 *     13118 * 32.405921 * 762.64794 *      3408 * 1620884591.982531 *
*   661010 *        4 *    101384 *        41 *      9455 * 32.933979 * 747.93737 *      3517 * 1620899579.150746 *
*   661090 *       17 *    101385 *         6 *      2519 * 32.524536 * 824.08136 *      3504 * 1620903821.304129 *
*   661196 *        7 *    101385 *        16 *      1105 * 32.545379 * 823.08197 *      3480 * 1620909819.769982 *
*   661196 *       19 *    101385 *        16 *      1105 * 32.545379 * 823.08197 *      3480 * 1620909819.769982 *
*   661305 *        3 *    101385 *        42 *      8827 * 32.718162 * 733.19317 *      3481 * 1620931120.055533 *
*   661321 *        3 *    101385 *        43 *      9109 * 32.672977 * 740.95837 *      3511 * 1620931786.576391 *
*   661382 *       19 *    101385 *        48 *      6431 * 32.277694 * 796.21502 *      3472 * 1620934759.625159 *
*   661406 *        0 *    101385 *        51 *      1143 * 31.331951 * 898.95819 *      3452 * 1620936335.834409 *
*   661449 *        7 *    101385 *        55 *      3595 * 32.229160 * 762.45605 *      3505 * 1620939184.018199 *
*   661553 *       19 *    101386 *         0 *      3859 * 32.965488 * 526.19696 *      3557 * 1620944888.434518 *
*   661638 *        0 *    101386 *         7 *     10832 * 32.524189 * 586.93536 *      3455 * 1620949490.818828 *
*   661678 *       10 *    101387 *         2 *      1032 * 32.570026 * 707.23986 *      3513 * 1620952763.795966 *
*   661777 *        1 *    101387 *        10 *     11898 * 32.508155 * 655.98657 *      3569 * 1620957976.472371 *
*   661778 *        1 *    101387 *        11 *      2581 * 32.309528 * 709.67852 *      3520 * 1620958158.937153 *
*   661799 *        0 *    101387 *        12 *     10351 * 32.303661 * 803.47949 *      3567 * 1620959068.014569 *
*   662042 *        1 *    101387 *        34 *     10791 * 32.406311 * 774.67334 *      3489 * 1620971429.856008 *
*   662053 *        2 *    101387 *        35 *     10831 * 32.431186 * 775.02887 *      3457 * 1620971974.606800 *
*   662213 *        4 *    101387 *        47 *      9242 * 32.708435 * 709.52020 *      3517 * 1620978821.392644 *
*   662496 *        2 *    101388 *         6 *      8112 * 32.160114 * 779.26074 *      3528 * 1620991549.256394 *
*   662563 *        9 *    101388 *        11 *      2300 * 32.421745 * 790.77362 *      3426 * 1620994032.659878 *
*   662686 *        0 *    101388 *        21 *      9478 * 32.330802 * 726.17474 *      3532 * 1621000577.663418 *
*   662700 *       25 *    101388 *        23 *       871 * 31.682676 * 812.53729 *      3534 * 1621001242.190834 *
*   662715 *       26 *    101388 *        24 *      8938 * 31.483171 * 751.14825 *      3511 * 1621002151.197885 *
*   662913 *        0 *    101388 *        42 *     14048 * 32.627578 * 596.10870 *      3504 * 1621014243.456469 *
*   662963 *        1 *    101388 *        48 *      3632 * 32.724041 * 776.75366 *      3491 * 1621017685.647785 *
*   663052 *        2 *    101388 *        55 *      6334 * 32.898376 * 658.14825 *      3529 * 1621022170.228274 *
*   663151 *        3 *    101389 *         1 *      2449 * 32.501091 * 664.56219 *      3514 * 1621028110.539140 *
*   663206 *        1 *    101389 *         6 *      7449 * 32.323062 * 832.88842 *      3482 * 1621031262.474854 *
*   663209 *        4 *    101389 *         6 *     12589 * 32.463825 * 910.03064 *      3566 * 1621031503.375642 *
*   663303 *        4 *    101389 *        13 *      2533 * 32.522506 * 839.93353 *      3383 * 1621035171.655762 *
*   663342 *       16 *    101389 *        15 *     10662 * 32.472667 * 864.80310 *      3530 * 1621036735.212654 *
*   663553 *        4 *    101389 *        33 *     12862 *    32.618 * 813.87664 *      3415 * 1621048160.865275 *
*   663649 *       13 *    101389 *        41 *       846 * 32.711628 * 824.17627 *      3438 * 1621053211.809233 *
*   663677 *        6 *    101389 *        43 *       447 * 31.804819 * 581.15515 *      3429 * 1621054655.899794 *
*   663787 *       32 *    101389 *        50 *     13861 * 33.064216 * 772.18096 *      2784 * 1621060907.812637 *
*   663978 *        5 *    101389 *        61 *     15365 * 32.249473 * 647.80004 *      3533 * 1621070829.505325 *
*   664032 *        0 *    101389 *        63 *     18141 * 32.951446 * 594.89257 *      3523 * 1621072755.094810 *
*   664217 *        3 *    101391 *         2 *      8366 * 32.587093 * 530.40203 *      3487 * 1621080752.135761 *
*   664242 *       16 *    101391 *         3 *     12388 * 32.461898 * 703.31622 *      3497 * 1621081472.721275 *
*   664242 *       26 *    101391 *         3 *     12388 * 32.461898 * 703.31622 *      3497 * 1621081472.721275 *
*   664259 *        2 *    101391 *         5 *      1268 * 32.464592 * 730.76348 *      3514 * 1621082073.737254 *
*   664272 *        4 *    101391 *         6 *      8379 * 32.606277 * 862.76239 *      3554 * 1621082913.721445 *
*   664367 *        5 *    101391 *        12 *      6633 * 33.371448 * 854.58050 *      3484 * 1621085923.590036 *
*   664459 *        8 *    101391 *        19 *      9364 * 32.558490 * 749.52954 *      3358 * 1621089891.570436 *
*   664730 *        2 *    101391 *        38 *      7955 * 32.474552 * 550.41418 *      3474 * 1621100957.647394 *
*   664744 *        0 *    101391 *        39 *      6503 * 32.211254 * 822.41839 *      3552 * 1621101498.519073 *
*   664796 *       17 *    101391 *        43 *      7905 * 32.670459 * 879.36639 *      3486 * 1621103963.930918 *
*   664815 *        3 *    101391 *        44 *      6625 * 32.683193 * 835.02557 *      3486 * 1621104507.455859 *
*   664853 *        9 *    101391 *        48 *      8616 * 32.714496 * 959.00543 *      3541 * 1621106971.409740 *
*   664868 *        0 *    101391 *        49 *      7861 * 32.419689 * 801.51818 *      3404 * 1621107574.111052 *
*   664890 *        0 *    101391 *        50 *      9138 * 32.663555 * 843.90264 *      3548 * 1621108236.610269 *
*   664922 *        2 *    101391 *        53 *      9266 * 32.101993 * 805.51110 *      3522 * 1621109981.879148 *
*   665009 *        1 *    101391 *        59 *      7832 * 32.600097 * 679.71673 *      3508 * 1621113591.245189 *
*   665210 *        9 *    101392 *        11 *     12257 * 32.370964 * 694.61517 *      3494 * 1621123756.451733 *
*   665253 *        4 *    101392 *        15 *     10476 * 32.250354 *  735.0802 *      3442 * 1621126100.635939 *
*   665332 *        9 *    101392 *        21 *      8972 * 32.368358 * 892.15228 *      3481 * 1621129769.769617 *
*   665448 *       23 *    101392 *        31 *     10377 * 32.144065 * 927.66656 *      3557 * 1621135724.986084 *
*   665487 *        1 *    101392 *        35 *      4905 * 32.821594 * 688.46374 *      3544 * 1621138007.626960 *
*   665533 *       19 *    101392 *        38 *     13195 * 32.452938 * 919.73516 *      3514 * 1621140233.288298 *
*   665843 *        4 *    101393 *         0 *      7765 * 32.191810 * 726.60131 *      3542 * 1621156112.663586 *
*   665853 *        1 *    101393 *         1 *      2586 * 32.693664 * 758.76055 *      3515 * 1621156534.173110 *
*   665876 *        0 *    101393 *         3 *      1107 * 32.398952 * 814.55334 *      3529 * 1621157677.851308 *
*   665894 *        8 *    101393 *         4 *      6270 *  32.42733 * 787.46911 *      3510 * 1621158456.387226 *
*   665973 *        7 *    101393 *        63 *     13572 * 32.554702 * 701.56744 *      3489 * 1621211885.367822 *
*   666149 *        2 *    101394 *        14 *      5682 * 32.391792 * 816.18603 *      2772 * 1621221986.768143 *
*   666168 *        2 *    101394 *        16 *       469 * 32.373653 * 693.97546 *      3509 * 1621223068.720540 *
*   666231 *        4 *    101394 *        20 *      9571 * 32.414508 * 829.30401 *      3527 * 1621226134.464542 *
*   666253 *        3 *    101394 *        22 *      5005 * 33.026901 * 747.13830 *      3495 * 1621227276.427943 *
*   666253 *        9 *    101394 *        22 *      5005 * 33.026901 * 747.13830 *      3495 * 1621227276.427943 *
*   666267 *        9 *    101394 *        23 *       907 * 32.453353 * 829.91076 *      3517 * 1621227759.003570 *
*   666281 *       15 *    101394 *        24 *      3489 * 32.822853 * 811.07476 *      3417 * 1621228541.256939 *
*   666286 *        0 *    101394 *        24 *      7587 * 32.866886 * 836.75524 *      3564 * 1621228781.470898 *
*   666429 *       10 *    101395 *         0 *      4781 * 32.487716 * 753.21954 *      3493 * 1621237138.706970 *
*   666442 *        8 *    101395 *         1 *     10508 * 32.432262 * 778.64471 *      3490 * 1621237980.323347 *
*   666615 *        1 *    101395 *        17 *     12897 * 32.589462 * 818.22949 *      3489 * 1621247601.488201 *
*   666652 *        0 *    101395 *        21 *     11841 * 32.492439 * 943.33929 *      3533 * 1621250004.964321 *
*   666758 *        6 *    101395 *        31 *      5845 * 32.519123 * 730.50506 *      3481 * 1621255656.670758 *
*   666806 *        0 *    101395 *        34 *     12133 * 32.154403 * 863.06884 *      3463 * 1621257882.717684 *
*   666931 *        0 *    101396 *         3 *     10798 * 32.559688 * 676.82074 *      3453 * 1621266714.116472 *
*   666934 *        1 *    101396 *         4 *      1180 * 31.576250 * 793.70324 *      3430 * 1621266895.667969 *
*   667073 *        5 *    101396 *        14 *     10488 * 32.478458 * 686.13598 *      3535 * 1621272721.003017 *
*   667128 *        1 *    101396 *        20 *      9948 * 32.371871 * 693.36932 *      3438 * 1621276929.171316 *
*   667129 *        2 *    101396 *        20 *     10005 * 32.615005 * 741.16613 *      3512 * 1621276930.401053 *
*   667132 *       10 *    101396 *        20 *     11393 * 32.611671 * 652.70727 *      3506 * 1621276989.698175 *
*   667191 *       16 *    101396 *        24 *     11341 * 32.473358 * 788.32299 *      3454 * 1621279092.062714 *
*   667209 *        2 *    101396 *        25 *     12886 * 32.615623 * 796.31536 *      3528 * 1621279695.540563 *
*   667226 *       14 *    101396 *        28 *       959 * 32.297264 * 799.04614 *      3404 * 1621280896.495461 *
*   667421 *        3 *    101396 *        50 *      5307 * 32.732589 * 811.85937 *      3516 * 1621294790.272044 *
*   667466 *       43 *    101396 *        54 *     12826 * 32.966335 * 735.49560 *      3526 * 1621297675.762788 *
*   667477 *        4 *    101396 *        56 *      2654 * 32.853729 * 941.11431 *      3498 * 1621298336.704245 *
*   667521 *        9 *    101396 *        60 *      3937 * 32.262695 * 824.62786 *      3550 * 1621300681.898226 *
*   667569 *       11 *    101396 *        63 *     12648 * 33.765731 * 552.44641 *      3471 * 1621302785.926255 *
*   667606 *        5 *    101398 *         0 *      9133 * 32.446147 * 733.94879 *      3525 * 1621305071.232535 *
*   667644 *        1 *    101398 *         4 *      5150 * 32.709934 * 801.40972 *      3515 * 1621307056.997589 *
*   667689 *        6 *    101398 *         8 *     11854 * 32.503860 * 810.38934 *      3480 * 1621309700.984579 *
*   667697 *        5 *    101398 *         9 *      6522 * 32.445426 * 823.64672 *      3537 * 1621310062.296171 *
*   667726 *        1 *    101398 *        11 *      7770 * 32.554874 * 796.38873 *      3429 * 1621311204.896067 *
*   667907 *        8 *    101398 *        28 *      1107 * 32.890346 * 746.00164 *      3427 * 1621320104.553244 *
*   667950 *       13 *    101398 *        30 *      8288 * 32.674255 * 808.97314 *      3469 * 1621321485.942978 *
*   667969 *        3 *    101398 *        32 *      3713 * 32.491035 * 766.23468 *      3515 * 1621322326.642769 *
*   668017 *       13 *    101398 *        35 *     11145 * 32.653713 * 739.04443 *      3459 * 1621324253.093753 *
*   668051 *        0 *    101398 *        40 *      7894 * 32.830772 * 571.40075 *      3490 * 1621326536.975631 *
*   668099 *        2 *    101398 *        43 *      9728 * 32.417282 * 811.42688 *      3496 * 1621328222.113729 *
*   668108 *       30 *    101398 *        44 *      9451 * 32.442546 * 631.15277 *      3496 * 1621328701.611364 *
*   668150 *        1 *    101398 *        48 *      6477 * 32.416389 * 779.29663 *      3404 * 1621330683.721180 *
*   668214 *        3 *    101398 *        53 *      6591 * 32.267517 * 814.87872 *      3510 * 1621333271.358705 *
*   668228 *        7 *    101398 *        54 *      6808 * 32.406730 * 928.57568 *      3524 * 1621333812.576741 *
*   668276 *       11 *    101398 *        56 *     10914 * 32.568401 * 478.77584 *      3523 * 1621335076.627038 *
*   668282 *        2 *    101398 *        57 *      3868 * 32.616390 * 638.26977 *      3546 * 1621335316.391936 *
*   668339 *       13 *    101398 *        62 *      6386 * 32.953117 * 717.71319 *      3445 * 1621337959.789498 *
*   668389 *        5 *    101399 *         4 *      1056 * 32.471756 * 829.03515 *      3553 * 1621340908.571225 *
*   668415 *        0 *    101399 *         6 *      4110 * 32.463653 * 759.64654 *      3379 * 1621342050.096191 *
*   668427 *        8 *    101399 *         7 *      5175 * 32.470813 * 752.64325 *      3462 * 1621342591.808119 *
*   668431 *       15 *    101399 *         7 *      7926 * 32.448902 * 802.37078 *      3489 * 1621342710.508382 *
*   668505 *        1 *    101399 *        14 *      3522 * 32.593429 * 793.79852 *      3503 * 1621346197.702185 *
*   668528 *        0 *    101399 *        17 *      2251 * 33.426464 * 811.14996 *      3487 * 1621348061.790224 *
*   668552 *       13 *    101399 *        18 *      9932 * 32.517894 * 844.08142 *      3479 * 1621349085.955553 *
*   668644 *        9 *    101399 *        27 *      6480 * 33.072040 *  835.3797 *      3493 * 1621353834.508264 *
*   668671 *        2 *    101400 *         0 *      8148 * 32.650177 * 793.12530 *      3525 * 1621355097.672101 *
*   668713 *        5 *    101401 *         1 *      1186 * 32.483837 * 807.73175 *      3489 * 1621357024.568750 *
*   668722 *       13 *    101401 *         1 *      5456 * 32.561653 * 825.23053 *      3470 * 1621357203.238956 *
*   668765 *        6 *    101401 *         5 *      7052 * 32.722221 * 778.05584 *      3470 * 1621358949.789329 *
*   668853 *        9 *    101401 *        11 *      8567 * 32.590801 * 911.19036 *      3435 * 1621361597.505500 *
*   668946 *        4 *    101401 *        18 *      5446 * 32.641147 * 824.84265 *      3464 * 1621364482.037935 *
*   669027 *       27 *    101401 *        24 *      2446 * 32.627868 * 710.64801 *      3428 * 1621366891.616519 *
*   669041 *       11 *    101401 *        25 *      5412 * 33.197311 * 819.79693 *      3493 * 1621367432.315727 *
*   669076 *        1 *    101401 *        28 *      1134 * 32.495090 * 815.58056 *      3519 * 1621368515.253435 *
*   669125 *        7 *    101401 *        31 *      9784 * 32.404354 * 779.08471 *      3539 * 1621370137.533827 *
*   669167 *       24 *    101401 *        34 *      5546 * 32.947322 * 703.71179 *      3546 * 1621371221.613666 *
*   669330 *        7 *    101401 *        47 *      8443 * 32.654819 * 582.17785 *      3534 * 1621377175.467766 *
*   669605 *        2 *    101402 *        17 *      7083 * 32.675689 * 683.82287 *      3524 * 1621400829.717581 *
*   669632 *       27 *    101402 *        20 *      2356 * 31.757171 * 808.19134 *      3457 * 1621401910.241156 *
*   669712 *        5 *    101402 *        25 *      9595 * 32.675453 * 773.49334 *      3401 * 1621404556.594250 *
*   669735 *       26 *    101402 *        28 *      3490 * 32.106243 * 815.29992 *      3540 * 1621405579.050528 *
*   669738 *        5 *    101402 *        28 *      5128 * 32.566242 * 768.88281 *      3438 * 1621405641.305979 *
*   669746 *        6 *    101402 *        28 *      7980 * 32.953167 * 616.89282 *      3537 * 1621405759.792593 *
*   669878 *       11 *    101402 *        37 *      7756 * 32.574581 * 782.38061 *      3376 * 1621409668.967460 *
*   669954 *       15 *    101402 *        43 *       658 * 32.844314 * 763.45599 *      3446 * 1621412138.319486 *
*   669958 *        4 *    101402 *        43 *      4398 * 32.578334 * 771.40264 *      3464 * 1621412315.190036 *
*   670029 *       10 *    101402 *        48 *      3517 * 32.513588 * 742.94232 *      3576 * 1621414663.732192 *
*   670127 *        8 *    101402 *        53 *     10569 * 32.526908 * 688.85968 *      3536 * 1621417907.876775 *
*   670160 *       22 *    101402 *        55 *      4494 * 32.832214 * 831.99182 *      3534 * 1621419290.987006 *
*   670160 *       23 *    101402 *        55 *      4494 * 32.832214 * 831.99182 *      3534 * 1621419290.987006 *
*   670254 *       11 *    101405 *        32 *       507 * 31.977407 * 764.56268 *      3527 * 1621491517.559587 *
*   670350 *        5 *    101407 *         2 *      2639 * 32.519104 * 839.79711 *      3499 * 1621564820.100828 *
*   670479 *        8 *    101408 *         6 *      1276 * 32.662948 * 896.00341 *      3573 * 1621574260.599166 *
*   670484 *        3 *    101408 *         6 *     12426 * 32.672981 * 841.74597 *      3511 * 1621574741.378618 *
*   670497 *        0 *    101408 *         8 *      2375 * 32.427383 * 813.41320 *      3519 * 1621575401.405773 *
*   670525 *        5 *    101408 *        10 *     10711 * 32.396465 * 728.57959 *      3386 * 1621576845.090278 *
*   670556 *        3 *    101408 *        14 *      1017 * 31.886062 * 712.75744 *      3512 * 1621578588.231374 *
*   670579 *        3 *    101408 *        16 *      1042 * 32.655143 * 711.89825 *      3499 * 1621579671.395722 *
*   670589 *        0 *    101408 *        16 *      9389 * 32.655086 * 746.25903 *      3424 * 1621580031.686728 *
*   670755 *        1 *    101408 *        34 *      2504 * 32.516609 * 836.16229 *      3479 * 1621589590.744723 *
*   670950 *        1 *    101408 *        52 *      9298 * 32.558975 * 779.71905 *      3488 * 1621599814.670720 *
*   670982 *        3 *    101408 *        55 *      9365 * 31.804266 * 585.20214 *      3527 * 1621601437.982610 *
*   671000 *        1 *    101408 *        57 *      7733 * 32.440643 * 798.83758 *      3423 * 1621602520.091885 *
*   671043 *        5 *    101408 *        60 *     10880 * 32.481262 * 823.89282 *      3453 * 1621604444.354519 *
*   671046 *        3 *    101408 *        61 *      2731 * 32.702762 * 747.14996 *      3502 * 1621604687.078805 *
*   671348 *        8 *    101411 *        12 *      2381 * 32.611022 * 745.86425 *      3550 * 1621655240.723454 *
*   671368 *        2 *    101411 *        13 *     11339 * 32.522518 * 757.29705 *      3482 * 1621656145.147217 *
*   671577 *       16 *    101411 *        34 *      4238 * 32.610504 * 819.85534 *      3481 * 1621668294.982993 *
*   671592 *        0 *    101411 *        35 *      6283 * 32.276004 * 771.30712 *      3569 * 1621669195.406044 *
*   671791 *       18 *    101411 *        52 *      9476 * 32.438411 * 684.39611 *      3477 * 1621679901.713506 *
*   671835 *        9 *    101411 *        57 *      5574 * 32.273803 * 784.96881 *      3509 * 1621682665.856389 *
*   672016 *        5 *    101412 *         9 *      9695 * 32.797794 * 653.27648 *      3529 * 1621691987.280532 *
*   672032 *       18 *    101412 *        10 *      8134 * 32.359542 * 873.33306 *      3469 * 1621692527.506605 *
*   672045 *       19 *    101412 *        11 *      1256 * 32.394714 * 726.32989 *      3483 * 1621692829.218359 *
*   672084 *        1 *    101412 *        13 *      9437 * 32.412723 * 788.64581 *      3524 * 1621694397.985245 *
*   672230 *        0 *    101413 *         2 *     63828 * 32.579307 * 678.96258 *      3467 * 1621732781.770888 *
*   672410 *        0 *    101414 *        17 *      3756 * 32.760738 * 728.52746 *      3410 * 1621742727.687442 *
*   672487 *        4 *    101414 *        25 *      5060 * 32.406799 * 730.99688 *      3368 * 1621747149.857841 *
*   672622 *        4 *    101414 *        36 *      5225 * 32.485672 *  812.4823 *      3416 * 1621753449.849510 *
*   672646 *        6 *    101414 *        39 *      6715 * 32.423324 * 760.54095 *      3562 * 1621755134.262858 *
*   672657 *        6 *    101414 *        40 *     10584 * 31.985137 * 490.66714 *      3416 * 1621755852.829357 *
*   672761 *        2 *    101414 *        49 *      7951 * 32.394290 * 784.64874 *      3516 * 1621760724.910351 *
*   672789 *        4 *    101414 *        52 *      6488 * 32.537036 * 748.44256 *      3521 * 1621762347.582424 *
*   672847 *        3 *    101414 *        56 *     12069 * 32.494487 * 777.93261 *      3516 * 1621764754.173458 *
*   672969 *        3 *    101415 *         3 *      6824 * 32.238586 * 778.99267 *      3471 * 1621770645.761729 *
*   672973 *        0 *    101415 *         3 *     13760 * 32.413436 * 673.04327 *      3539 * 1621770947.003961 *
*   673026 *        3 *    101415 *         8 *      5261 * 32.267570 * 811.77288 *      3488 * 1621773413.229376 *
*   673248 *        3 *    101416 *        13 *      5903 * 32.343746 * 825.74835 *      3515 * 1621829056.053677 *
*   673334 *        5 *    101416 *        21 *      5344 * 33.104366 * 857.08679 *      3401 * 1621834031.781233 *
*   673459 *        1 *    101416 *        31 *     12023 * 32.321327 * 735.03277 *      3443 * 1621839866.250692 *
*   673462 *        1 *    101416 *        32 *      3599 * 32.617187 * 607.42681 *      3516 * 1621840043.428715 *
*   673619 *        2 *    101416 *        48 *      6553 * 32.616306 * 673.69897 *      3517 * 1621849063.062201 *
*   673639 *        0 *    101416 *        49 *      8017 * 32.522430 * 824.43994 *      3440 * 1621849665.684577 *
*   673704 *        2 *    101416 *        55 *     10704 * 32.395378 * 826.95965 *      3454 * 1621853091.730420 *
*   673734 *        4 *    101416 *        58 *      8245 * 32.321380 * 795.71350 *      3563 * 1621854598.123341 *
*   673749 *        0 *    101416 *        59 *     12189 * 32.435264 * 733.10644 *      3455 * 1621855317.989692 *
*   673779 *        4 *    101416 *        61 *     12364 * 32.481655 * 772.59698 *      3459 * 1621856401.734617 *
*   673789 *        4 *    101416 *        62 *      7888 * 32.558708 * 789.46655 *      3484 * 1621856759.434711 *
*   673805 *        0 *    101417 *         0 *      6653 * 32.861858 * 809.30236 *      3371 * 1621857903.616311 *
*   673838 *        4 *    101417 *         3 *     10680 * 32.773681 * 712.73883 *      3418 * 1621859826.927186 *
