*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   673876 *        4 *    101417 *         7 *     10755 * 32.658569 * 769.78765 *      3475 * 1621861991.004582 *
*   673935 *        0 *    101417 *        12 *     10483 * 32.598438 * 861.12561 *      3575 * 1621865299.519089 *
*   674062 *       15 *    101418 *        24 *      7913 * 32.627334 * 510.59988 *      3411 * 1621912469.881880 *
*   674093 *       13 *    101418 *        29 *     14487 * 32.548336 * 563.71069 *      3380 * 1621915776.738766 *
*   674099 *        5 *    101418 *        30 *     12521 * 32.576820 * 491.16204 *      3514 * 1621916377.745462 *
*   674104 *        4 *    101418 *        31 *      9526 * 32.769798 * 510.61517 *      3441 * 1621916796.238135 *
*   674160 *        9 *    101418 *        39 *      9969 * 32.240371 * 539.72778 *      3396 * 1621920707.597554 *
*   674172 *        0 *    101418 *        41 *      8595 * 32.392070 * 521.02356 *      3412 * 1621921607.739789 *
*   674185 *        6 *    101418 *        42 *     10056 * 32.549114 * 582.91009 *      3411 * 1621922149.073791 *
*   674186 *        7 *    101418 *        43 *      6949 * 32.391944 * 494.81546 *      3449 * 1621922509.761221 *
*   674200 *        2 *    101418 *        45 *      5408 * 32.679328 * 510.84765 *      3449 * 1621923410.973303 *
*   674202 *        8 *    101418 *        45 *      6951 * 32.379108 * 523.42254 *      3464 * 1621923471.712912 *
*   674211 *        6 *    101418 *        46 *      9917 * 32.689231 * 520.41113 *      3551 * 1621924072.553510 *
*   674274 *        1 *    101418 *        57 *      4026 * 32.528019 * 488.63357 *      3425 * 1621929123.198829 *
*   674284 *       18 *    101418 *        58 *     10252 * 31.906402 * 583.17095 *      3556 * 1621929844.250244 *
*   674284 *       26 *    101418 *        58 *     10252 * 31.906402 * 583.17095 *      3556 * 1621929844.250244 *
*   674314 *        9 *    101418 *        62 *      6940 * 32.188121 * 486.35699 *      3546 * 1621931589.242875 *
*   674322 *        3 *    101418 *        63 *     11461 * 32.455646 * 516.17016 *      3355 * 1621932250.694136 *
*   674323 *        8 *    101418 *        63 *     11464 * 32.463592 * 573.04296 *      3516 * 1621932251.045574 *
*   674330 *        3 *    101419 *         1 *      2307 * 32.773376 * 529.28381 *      3447 * 1621932850.312155 *
*   674347 *        6 *    101419 *         5 *      7346 * 32.379833 * 558.64202 *      3476 * 1621935859.155583 *
*   674361 *        2 *    101419 *         7 *      2223 * 32.474891 * 535.97448 *      3437 * 1621936520.702545 *
*   674395 *        7 *    101420 *         3 *      9923 * 32.554164 * 359.53488 *      3485 * 1621940306.614770 *
*   674398 *        8 *    101420 *         3 *     11393 * 31.844663 * 606.34326 *      3474 * 1621940367.121774 *
*   674431 *        1 *    101420 *         9 *      4101 * 32.618179 * 507.96194 *      3499 * 1621943014.581996 *
*   674485 *        9 *    101420 *        15 *      2310 * 32.385498 * 449.02706 *      3464 * 1621945838.318424 *
*   674506 *        6 *    101420 *        18 *      2377 * 32.806568 * 426.19723 *      3572 * 1621947281.693610 *
*   674545 *        3 *    101420 *        22 *     12952 * 32.288745 * 531.25939 *      3507 * 1621950110.161878 *
*   674598 *        6 *    101421 *         1 *      5498 * 32.444458 * 524.32916 *      3398 * 1621990235.052414 *
*   674615 *        5 *    101421 *         3 *      2485 * 32.835857 * 521.27929 *      3553 * 1621991144.065998 *
*   674623 *        3 *    101421 *         3 *     11203 * 32.482635 * 520.76324 *      3430 * 1621991507.931956 *
*   674626 *        3 *    101421 *         4 *      1317 * 31.987575 * 477.18927 *      3550 * 1621991568.836426 *
*   674681 *        1 *    101421 *         9 *     10908 * 32.486679 * 538.58306 *      3503 * 1621994598.004409 *
*   674686 *        9 *    101421 *        10 *      5396 * 32.350109 * 580.13568 *      3568 * 1621994842.638786 *
*   674705 *        8 *    101421 *        12 *      6977 * 32.711929 * 456.09893 *      3547 * 1621996055.596748 *
*   674753 *        0 *    101421 *        19 *      5052 * 32.466774 *  550.9375 *      3535 * 1621999446.757291 *
*   674777 *       14 *    101421 *        21 *      9307 * 32.218368 * 557.96099 *      3465 * 1622000720.854051 *
*   674781 *        0 *    101421 *        22 *       970 * 32.424423 * 560.42718 *      3518 * 1622000902.829202 *
*   674792 *        1 *    101421 *        23 *      4011 * 32.478042 * 548.34863 *      3464 * 1622001571.237948 *
*   674803 *        0 *    101421 *        24 *      9367 * 32.565834 * 539.78070 *      3458 * 1622002357.678341 *
*   674827 *        1 *    101421 *        27 *     14452 * 32.489395 * 561.17224 *      3504 * 1622004298.065471 *
*   674835 *       20 *    101421 *        29 *      8556 * 32.608272 * 505.92871 *      3505 * 1622005208.550966 *
*   674851 *        4 *    101421 *        33 *      6905 * 32.438682 * 569.62487 *      3385 * 1622007208.475513 *
*   674977 *        8 *    101421 *        53 *      2611 * 32.275657 * 464.09591 *      3551 * 1622018178.001743 *
*   674986 *       10 *    101421 *        54 *      6603 * 32.698547 * 468.54745 *      3452 * 1622018905.693435 *
*   675049 *        9 *    101421 *        62 *      8467 * 32.459323 * 508.36639 *      3554 * 1622023206.505138 *
*   675050 *        4 *    101421 *        62 *     10148 * 32.533470 * 432.95507 *      3576 * 1622023269.973678 *
*   675056 *        1 *    101421 *        63 *      9925 * 32.482784 * 527.31872 *      3427 * 1622023753.344112 *
*   675057 *       12 *    101422 *         0 *      6754 * 32.318660 * 560.45440 *      3479 * 1622024176.194703 *
*   675083 *        2 *    101422 *         4 *      5448 * 32.533855 * 585.40911 *      3468 * 1622026234.661510 *
*   675098 *        5 *    101422 *         6 *      4035 * 32.514747 * 520.63128 *      3546 * 1622027256.892390 *
*   675123 *        9 *    101422 *         9 *      1025 * 32.499668 * 594.06549 *      3401 * 1622028700.008894 *
*   675139 *       25 *    101422 *        11 *      9645 * 33.091663 * 508.63760 *      3481 * 1622030143.187572 *
*   675144 *        7 *    101422 *        12 *      6719 * 32.225196 * 573.51989 *      3493 * 1622030561.351433 *
*   675168 *        4 *    101422 *        15 *     12214 * 32.918911 * 611.60308 *      3545 * 1622032367.232837 *
*   675177 *        4 *    101422 *        18 *     11415 * 32.768501 * 462.30020 *      3533 * 1622033871.349826 *
*   675233 *        3 *    101422 *        27 *     11429 * 32.466167 * 507.74261 *      3467 * 1622039162.593518 *
*   675245 *        0 *    101422 *        30 *       960 * 32.390659 * 584.62774 *      3463 * 1622040182.528662 *
*   675246 *        1 *    101422 *        30 *      3904 * 32.529415 * 473.49408 *      3559 * 1622040304.052720 *
*   675249 *        1 *    101422 *        30 *      6896 * 32.043979 * 473.77905 *      3336 * 1622040426.604742 *
*   675323 *       10 *    101422 *        41 *      5637 * 32.509449 * 572.38397 *      3513 * 1622045596.989316 *
*   675327 *        3 *    101422 *        42 *       989 * 32.638683 * 459.34683 *      3456 * 1622045896.350151 *
*   675340 *        4 *    101422 *        43 *     13421 * 31.901351 * 480.32556 *      3470 * 1622046918.259024 *
*   675349 *        1 *    101422 *        46 *      2678 * 32.426631 * 485.82336 *      3448 * 1622048001.425939 *
*   675374 *       36 *    101422 *        49 *      4114 * 32.460441 * 560.43042 *      3394 * 1622049504.361137 *
*   675409 *        0 *    101422 *        55 *     10011 * 32.281433 * 458.48385 *      3400 * 1622052751.562514 *
*   675474 *        7 *    101422 *        61 *     49866 * 32.785602 * 394.05984 *      3516 * 1622057321.050638 *
*   675490 *        1 *    101423 *         4 *      1108 * 32.879276 * 428.74313 *      3446 * 1622060043.504034 *
*   675499 *        2 *    101423 *         5 *      9060 * 32.763008 * 508.22927 *      3469 * 1622060890.825269 *
*   675534 *       10 *    101423 *        10 *     10117 * 32.705970 * 514.52002 *      3484 * 1622063860.446054 *
*   675562 *       13 *    101423 *        13 *      8533 * 32.826652 * 469.42346 *      3515 * 1622065253.011429 *
*   675565 *        5 *    101423 *        14 *      1145 * 32.716713 * 585.64703 *      3446 * 1622065434.895886 *
*   675571 *       26 *    101423 *        17 *      4224 * 32.480739 * 546.59167 *      3445 * 1622067185.335958 *
*   675791 *        5 *    101423 *        44 *     11124 * 32.365913 * 535.54223 *      3357 * 1622082021.677708 *
*   675805 *        2 *    101423 *        46 *      2406 * 32.318759 * 540.59600 *      3417 * 1622082620.384271 *
*   675861 *        8 *    101423 *        54 *      2924 * 32.756321 * 541.51287 *      3466 * 1622086586.992955 *
*   675864 *       15 *    101423 *        54 *      7090 * 32.544914 * 462.31695 *      3511 * 1622086765.617501 *
*   675866 *        2 *    101423 *        54 *      8556 * 32.570358 * 364.13024 *      3540 * 1622086826.033081 *
*   675897 *        9 *    101423 *        57 *      8213 * 32.468017 * 497.42947 *      3505 * 1622088266.343362 *
*   675920 *        3 *    101423 *        60 *      9898 * 32.540065 * 545.35907 *      3439 * 1622089769.820616 *
*   675947 *       19 *    101424 *         1 *       941 * 32.027462 * 515.47973 *      3482 * 1622091749.177753 *
*   675965 *       28 *    101424 *         4 *       936 * 32.635532 * 609.74346 *      3442 * 1622093193.330294 *
*   676013 *        7 *    101424 *        10 *      6977 * 32.677417 * 564.34570 *      3527 * 1622096375.385525 *
*   676025 *        2 *    101424 *        11 *     11279 * 32.107982 * 559.06207 *      3445 * 1622097095.186275 *
*   676026 *        0 *    101424 *        11 *     12791 * 32.233375 * 574.20892 *      3499 * 1622097156.207779 *
*   676061 *        0 *    101424 *        16 *      2539 * 32.053779 * 520.58795 *      3493 * 1622099318.362715 *
*   676338 *       14 *    101425 *        19 *     12542 * 32.594223 * 574.17834 *      3542 * 1622145320.401392 *
*   676344 *       14 *    101425 *        20 *      1020 * 32.570140 *  519.3396 *      3553 * 1622145560.273289 *
*   676363 *        0 *    101425 *        22 *      2514 * 32.879467 * 481.68310 *      3525 * 1622146523.420038 *
*   676365 *        1 *    101425 *        22 *      6882 * 32.467086 * 502.88394 *      3496 * 1622146703.260355 *
*   676380 *       21 *    101425 *        24 *      6912 * 32.548603 * 599.31921 *      3458 * 1622147664.492286 *
*   676382 *        0 *    101425 *        24 *      8593 * 32.689914 * 524.37866 *      3518 * 1622147727.315479 *
*   676394 *        9 *    101425 *        26 *      3889 * 32.308246 * 566.08569 *      3456 * 1622148507.518625 *
*   676401 *       13 *    101425 *        27 *     12388 * 32.602424 * 588.94232 *      3399 * 1622149287.922437 *
*   676435 *        4 *    101425 *        32 *      7180 * 31.765464 * 488.33630 *      3483 * 1622151513.039148 *
*   676440 *        6 *    101425 *        33 *      8316 * 32.698692 * 490.39028 *      3464 * 1622151994.076596 *
*   676443 *        2 *    101425 *        33 *      8432 * 32.660190 * 488.11108 *      3479 * 1622151995.568867 *
*   676523 *        3 *    101425 *        44 *      2876 * 32.684269 * 494.37011 *      3430 * 1622157048.627455 *
*   676593 *        4 *    101425 *        54 *      7322 * 32.492321 * 491.28231 *      3516 * 1622161737.959552 *
*   676599 *       17 *    101425 *        55 *      6841 * 32.403873 * 483.32235 *      3333 * 1622162157.370777 *
*   676615 *       25 *    101425 *        57 *      5653 * 32.582305 * 509.96603 *      3500 * 1622162938.956705 *
*   676650 *        5 *    101425 *        62 *     11332 * 32.350280 * 568.87731 *      3462 * 1622165406.671535 *
*   676694 *        2 *    101426 *         6 *      8441 * 32.509357 * 435.73306 *      3409 * 1622168772.825343 *
*   676771 *        9 *    101426 *        17 *      4224 * 32.399658 * 488.07708 *      3552 * 1622173644.059587 *
*   676772 *        0 *    101426 *        17 *      5778 * 32.817764 * 527.11554 *      3444 * 1622173705.006781 *
*   676989 *        1 *    101427 *        15 *      4050 * 32.421466 * 506.47918 *      3371 * 1622186269.836997 *
*   677012 *        0 *    101427 *        19 *     11587 * 32.340770 * 458.81805 *      3284 * 1622188316.141601 *
*   677129 *        6 *    101427 *        36 *     10479 * 32.659160 * 453.25225 *      3541 * 1622195831.484332 *
*   677168 *       13 *    101428 *        11 *      5688 * 32.553474 * 418.99667 *      3495 * 1622207598.834419 *
*   677203 *       12 *    101428 *        15 *      4338 * 32.759758 * 485.10543 *      3555 * 1622209282.813269 *
*   677208 *       54 *    101428 *        15 *     10142 * 32.370201 * 566.86554 *      3503 * 1622209523.379622 *
*   677214 *        5 *    101428 *        16 *      4302 * 33.011604 * 467.94055 *      3517 * 1622209762.665708 *
*   677237 *        1 *    101428 *        19 *      7371 * 32.449451 * 526.79052 *      3511 * 1622211388.018917 *
*   677243 *        7 *    101428 *        20 *      8455 * 32.720756 * 589.54406 *      3446 * 1622211868.188635 *
*   677269 *        2 *    101428 *        23 *      2803 * 32.435627 * 489.41223 *      3542 * 1622212950.229201 *
*   677331 *        1 *    101428 *        32 *      4183 * 32.755470 * 471.65203 *      3430 * 1622216918.120833 *
*   677335 *        1 *    101428 *        32 *     10176 * 32.522087 * 528.82373 *      3521 * 1622217159.363678 *
*   677339 *        1 *    101428 *        33 *      4062 * 31.993145 * 426.94479 *      3563 * 1622217340.859704 *
*   677395 *        2 *    101428 *        42 *      1062 * 32.145015 * 519.83990 *      3479 * 1622221798.154721 *
*   677396 *        4 *    101428 *        42 *      1064 * 32.595089 * 565.36401 *      3432 * 1622221798.206530 *
*   677417 *        7 *    101428 *        45 *      7247 * 33.102207 * 580.22229 *      3546 * 1622223601.604070 *
*   677435 *        2 *    101428 *        47 *      8213 * 32.076732 * 504.64801 *      3457 * 1622224505.203143 *
*   677447 *       31 *    101428 *        48 *      7419 * 32.547771 * 569.63580 *      3444 * 1622224928.619367 *
*   677545 *        1 *    101428 *        63 *      8223 * 32.727832 *  510.0495 *      3514 * 1622233530.991396 *
*   677583 *        6 *    101429 *         3 *      9930 * 32.080719 * 557.79522 *      3325 * 1622235878.439426 *
*   677639 *        0 *    101429 *        11 *      2336 * 32.535808 * 547.05804 *      3447 * 1622239795.118999 *
*   677659 *       15 *    101429 *        13 *      7239 * 32.309192 * 507.51715 *      3548 * 1622240999.604172 *
*   677712 *        1 *    101429 *        20 *      6895 * 32.367214 * 574.58276 *      3449 * 1622244303.874994 *
*   677812 *        2 *    101429 *        32 *      2415 * 32.938667 * 471.18240 *      3516 * 1622250437.700728 *
*   677844 *        0 *    101429 *        36 *      2653 * 32.403114 * 540.10614 *      3486 * 1622252603.477356 *
