*******************************************************************************************************************
*    Row   * Instance *       run *    subrun *     event *   toftime *     wcmom *   ckovadc *           evtTime *
*   599790 *       17 *    101197 *         1 *      8629 * 35.768653 * 1125.2537 *        -5 * 1616059081.871810 *
*   599977 *        4 *    101197 *        11 *       895 * 35.637672 * 1136.7695 *        -5 * 1616063709.652254 *
*   600545 *        0 *    101197 *        44 *      7311 * 36.918121 * 963.18139 *        -5 * 1616079166.293665 *
*   601035 *        0 *    101209 *        14 *      5750 * 34.588398 * 987.67883 *        -5 * 1616476543.300230 *
*   601546 *        4 *    101209 *        38 *      1024 * 35.482593 * 1125.7192 *        -5 * 1616491507.879765 *
*   601570 *       16 *    101209 *        39 *      6689 *  35.21632 * 1212.5247 *        -5 * 1616492286.945849 *
*   602163 *        2 *    101213 *        28 *      4036 * 36.889930 * 995.59796 *        -5 * 1616588921.200798 *
*   602532 *        6 *    101214 *        15 *      1243 * 35.802436 * 1056.3742 *        -5 * 1616604498.178870 *
*   602569 *        0 *    101223 *         3 *     13865 * 35.163749 * 1133.1894 *        -5 * 1616613040.060223 *
*   602601 *       10 *    101223 *         6 *      7821 * 35.498588 * 1090.5505 *        -5 * 1616614905.024537 *
*   602757 *        2 *    101223 *        20 *       848 * 36.506286 * 1026.3653 *        -5 * 1616622779.619356 *
*   602778 *       13 *    101223 *        21 *     15793 * 35.755146 * 891.67291 *        -5 * 1616624042.751295 *
*   602940 *        4 *    101223 *        33 *     12607 * 36.491943 * 1089.7182 *        -5 * 1616631980.635063 *
*   603069 *        1 *    101223 *        44 *      8271 * 36.404697 * 1047.7009 *        -5 * 1616638654.528203 *
*   604076 *        0 *    101225 *        40 *     10558 * 36.488636 * 1014.1545 *        -5 * 1616703413.537020 *
*   604324 *        4 *    101225 *        61 *     10790 * 37.001701 * 1040.9798 *        -5 * 1616716041.921972 *
*   604458 *        0 *    101226 *        12 *     16285 * 35.448242 * 1100.4090 *        -5 * 1616726565.750811 *
*   604668 *        0 *    101226 *        31 *      1136 * 34.437007 * 1131.5422 *        -5 * 1616736425.149257 *
*   604932 *        1 *    101226 *        53 *      1063 * 36.896583 * 944.31939 *        -5 * 1616748469.591998 *
*   606630 *        0 *    101238 *         0 *       560 * 35.786781 * 1158.6304 *        -5 * 1616853915.854043 *
*   606793 *        1 *    101238 *         9 *     13398 * 37.157672 *  988.1203 *        -5 * 1616859748.347826 *
*   606902 *        7 *    101238 *        17 *     17106 * 36.794895 * 1187.8634 *        -5 * 1616865881.945147 *
*   607081 *        2 *    101238 *        29 *      8136 * 36.465862 * 970.94024 *        -5 * 1616873999.745087 *
*   608556 *        0 *    101241 *        48 *      5061 * 35.314003 * 1237.8505 *        -5 * 1616953311.835638 *
*   608814 *        1 *    101242 *        54 *       937 * 35.199523 * 1115.9218 *        -5 * 1617014005.599851 *
*   609220 *        3 *    101245 *        53 *      9610 * 43.158886 * 577.07171 *        -5 * 1617093260.660311 *
*   610732 *        3 *    101248 *        48 *      5445 * 35.658153 * 1088.6695 *        -5 * 1617187386.876486 *
*   610870 *        8 *    101248 *        60 *     11613 * 36.280258 * 1042.4748 *        -5 * 1617194304.068448 *
*   611014 *        5 *    101249 *         9 *     11679 * 35.752456 * 1057.0183 *        -5 * 1617203865.796926 *
*   611015 *        3 *    101249 *         9 *     14100 * 35.970939 * 994.22766 *        -5 * 1617203982.773877 *
*   611244 *       19 *    101249 *        29 *      2690 * 35.543338 * 1119.9941 *        -5 * 1617216916.746496 *
*   611299 *        0 *    101249 *        32 *      8279 * 35.782970 * 1026.0534 *        -5 * 1617219040.276723 *
*   611322 *        3 *    101249 *        34 *      9256 * 37.077884 * 982.63555 *        -5 * 1617220370.524587 *
*   611728 *        0 *    101250 *         2 *      9917 * 34.879688 * 1103.5937 *        -5 * 1617241068.839216 *
*   611891 *        1 *    101250 *        13 *      3797 * 35.550201 * 1118.3095 *        -5 * 1617247623.817876 *
*   611941 *        1 *    101250 *        16 *     12284 * 36.170734 * 1011.0702 *        -5 * 1617249906.880212 *
*   612383 *        4 *    101250 *        45 *      7850 * 35.160869 * 1188.7157 *        -5 * 1617268006.178891 *
*   612404 *       17 *    101250 *        46 *      9013 * 36.181472 * 1056.1987 *        -5 * 1617268666.897670 *
*   612709 *        1 *    101250 *        63 *      8052 * 36.499862 * 953.91101 *        -5 * 1617278949.890598 *
*   612913 *        6 *    101251 *        11 *      2180 * 36.629928 * 922.66394 *        -5 * 1617285986.106050 *
*   612958 *        2 *    101251 *        13 *     12202 * 36.876377 * 940.99780 *        -5 * 1617287610.379257 *
*   613168 *       10 *    101251 *        26 *     11305 * 35.348106 * 1153.4099 *        -5 * 1617295785.475595 *
*   613265 *        4 *    101251 *        33 *      3855 * 35.743400 * 1049.2076 *        -5 * 1617300118.173737 *
*   613987 *        0 *    101252 *        18 *     13301 * 36.776985 * 911.44665 *        -5 * 1617333791.723614 *
*   614001 *        7 *    101252 *        19 *      3801 * 37.541122 * 1121.1153 *        -5 * 1617334155.610740 *
*   614889 *        2 *    101254 *         8 *      7628 * 36.109600 *  1000.495 *        -5 * 1617386517.482842 *
*   615118 *        1 *    101255 *        12 *      5823 * 34.435478 * 1012.6942 *        -5 * 1617399517.993531 *
*   615469 *        2 *    101256 *         9 *      1034 * 38.967929 * 1200.8032 *        -5 * 1617417739.890811 *
*   615483 *        3 *    101256 *        10 *      2713 * 36.551452 * 938.99853 *        -5 * 1617418341.580609 *
*   616582 *        7 *    101259 *        16 *     13909 * 36.275436 * 1012.0383 *        -5 * 1617473827.638077 *
*   616700 *        0 *    101259 *        25 *      9384 * 36.857555 * 939.85583 *        -5 * 1617479154.269446 *
*   617369 *       12 *    101261 *         0 *       277 * 35.753910 * 1090.4937 *        -5 * 1617513743.303244 *
*   617444 *        0 *    101261 *        14 *     13343 * 35.501670 * 1106.4134 *        -5 * 1617525826.911684 *
*   618022 *        9 *    101262 *         2 *      4271 * 35.754165 * 1115.7913 *        -5 * 1617556070.084470 *
*   618320 *       11 *    101262 *        27 *      1044 * 34.029968 * 1045.4816 *        -5 * 1617569837.453753 *
